Genotype	survey_date	size	sizeNext	survival	population
CP2_3_2	2023-09-20	2	3.4	1	CP2
CP2_3_2	2023-09-27	3.4	2.2	1	CP2
CP2_3_2	2023-10-20	2.2	NA	1	CP2
CP2_3_3	2023-07-03	1	4.1	1	CP2
CP2_3_3	2023-07-26	4.1	4	1	CP2
CP2_3_3	2023-08-02	4	4.1	1	CP2
CP2_3_3	2023-08-16	4.1	3	1	CP2
CP2_3_3	2023-08-23	3	4.1	1	CP2
CP2_3_3	2023-08-30	4.1	4.9	1	CP2
CP2_3_3	2023-09-06	4.9	5.1	1	CP2
CP2_3_3	2023-09-13	5.1	4.1	1	CP2
CP2_3_3	2023-09-20	4.1	2.4	1	CP2
CP2_3_3	2023-09-27	2.4	2	1	CP2
CP2_3_3	2023-10-20	2	NA	1	CP2
CP2_3_4	2023-07-03	1.7	3.2	1	CP2
CP2_3_4	2023-07-26	3.2	NA	0	CP2
CP2_3_5	2023-07-03	1.3	3.5	1	CP2
CP2_3_5	2023-07-26	3.5	2.5	1	CP2
CP2_3_5	2023-08-02	2.5	2.2	1	CP2
CP2_3_5	2023-08-16	2.2	2.4	1	CP2
CP2_3_5	2023-08-23	2.4	1.8	1	CP2
CP2_3_5	2023-08-30	1.8	1.9	1	CP2
CP2_3_5	2023-09-06	1.9	2.5	1	CP2
CP2_3_5	2023-09-13	2.5	NA	1	CP2
CP2_3_5	2023-09-27	2.7	NA	0	CP2
CP2_3_6	2023-07-03	0.8	2.5	1	CP2
CP2_3_6	2023-07-26	2.5	2.4	1	CP2
CP2_3_6	2023-08-02	2.4	2.7	1	CP2
CP2_3_6	2023-08-16	2.7	2.9	1	CP2
CP2_3_6	2023-08-23	2.9	2.6	1	CP2
CP2_3_6	2023-08-30	2.6	2.3	1	CP2
CP2_3_6	2023-09-06	2.3	2.7	1	CP2
CP2_3_6	2023-09-13	2.7	2.6	1	CP2
CP2_3_6	2023-09-20	2.6	2.2	1	CP2
CP2_3_6	2023-09-27	2.2	3	0	CP2
CP2_3_6	2023-10-20	3	NA	1	CP2
CP2_3_7	2023-07-03	0.6	0.9	1	CP2
CP2_3_7	2023-07-26	0.9	0.9	1	CP2
CP2_3_7	2023-08-02	0.9	0.9	1	CP2
CP2_3_7	2023-08-16	0.9	0.5	1	CP2
CP2_3_7	2023-08-23	0.5	1.2	1	CP2
CP2_3_7	2023-08-30	1.2	0.8	1	CP2
CP2_3_7	2023-09-06	0.8	1.3	1	CP2
CP2_3_7	2023-09-13	1.3	0.5	1	CP2
CP2_3_7	2023-09-20	0.5	NA	0	CP2
CP2_3_8	2023-07-03	1.7	NA	0	CP2
CP2_3_9	2023-07-03	1.8	NA	1	CP2
CP2_4_1	2023-07-03	0.8	1.4	1	CP2
CP2_4_1	2023-07-26	1.4	2.2	1	CP2
CP2_4_1	2023-08-02	2.2	1.3	1	CP2
CP2_4_1	2023-08-16	1.3	1.3	1	CP2
CP2_4_1	2023-08-23	1.3	1.1	1	CP2
CP2_4_1	2023-08-30	1.1	1.3	1	CP2
CP2_4_1	2023-09-06	1.3	3.4	1	CP2
CP2_4_1	2023-09-13	3.4	2	1	CP2
CP2_4_1	2023-09-20	2	2.8	1	CP2
CP2_4_1	2023-09-27	2.8	2	1	CP2
CP2_4_1	2023-10-20	2	NA	1	CP2
CP2_4_10	2023-07-03	0.9	3.4	1	CP2
CP2_4_10	2023-07-26	3.4	4.9	1	CP2
CP2_4_10	2023-08-02	4.9	3.6	1	CP2
CP2_4_10	2023-08-16	3.6	4.8	1	CP2
CP2_4_10	2023-08-23	4.8	4.7	1	CP2
CP2_4_10	2023-08-30	4.7	4.3	1	CP2
CP2_4_10	2023-09-06	4.3	3.2	1	CP2
CP2_4_10	2023-09-13	3.2	3.3	1	CP2
CP2_4_10	2023-09-20	3.3	1.5	1	CP2
CP2_4_10	2023-10-13	1.5	0.6	1	CP2
CP2_4_10	2023-10-20	0.6	NA	1	CP2
CP2_4_11	2023-07-03	0.5	1.7	1	CP2
CP2_4_11	2023-07-26	1.7	1.5	1	CP2
CP2_4_11	2023-08-02	1.5	NA	0	CP2
CP2_4_12	2023-07-03	1.5	2.8	1	CP2
CP2_4_12	2023-07-26	2.8	2.7	1	CP2
CP2_4_12	2023-08-02	2.7	3.5	1	CP2
CP2_4_12	2023-08-16	3.5	3.6	1	CP2
CP2_4_12	2023-08-23	3.6	3.2	1	CP2
CP2_4_12	2023-08-30	3.2	3.6	1	CP2
CP2_4_12	2023-09-06	3.6	3	1	CP2
CP2_4_12	2023-09-13	3	0.9	1	CP2
CP2_4_12	2023-09-20	0.9	0.8	0	CP2
CP2_4_12	2023-10-13	0.8	NA	0	CP2
CP2_4_13	2023-07-03	0.7	1.7	1	CP2
CP2_4_13	2023-07-26	1.7	2.9	1	CP2
CP2_4_13	2023-08-02	2.9	1.4	1	CP2
CP2_4_13	2023-08-16	1.4	2.2	1	CP2
CP2_4_13	2023-08-23	2.2	1.8	1	CP2
CP2_4_13	2023-08-30	1.8	1.8	1	CP2
CP2_4_13	2023-09-06	1.8	2.4	1	CP2
CP2_4_13	2023-09-13	2.4	2.5	1	CP2
CP2_4_13	2023-09-20	2.5	2.6	1	CP2
CP2_4_13	2023-10-13	2.6	2.5	1	CP2
CP2_4_13	2023-10-20	2.5	NA	1	CP2
CP2_4_14	2023-07-06	1.1	3.5	1	CP2
CP2_4_14	2023-07-26	3.5	6.3	1	CP2
CP2_4_14	2023-08-02	6.3	4.2	1	CP2
CP2_4_14	2023-08-16	4.2	3.6	1	CP2
CP2_4_14	2023-08-23	3.6	4.1	1	CP2
CP2_4_14	2023-08-30	4.1	4.1	1	CP2
CP2_4_14	2023-09-06	4.1	4.5	1	CP2
CP2_4_14	2023-09-13	4.5	2.6	1	CP2
CP2_4_14	2023-09-20	2.6	1.5	1	CP2
CP2_4_14	2023-10-13	1.5	2.7	1	CP2
CP2_4_14	2023-10-20	2.7	NA	1	CP2
CP2_4_2	2023-07-03	1.2	2.2	1	CP2
CP2_4_2	2023-07-26	2.2	NA	0	CP2
CP2_4_3	2023-07-03	0.7	NA	0	CP2
CP2_4_4	2023-07-03	0.9	NA	0	CP2
CP2_4_5	2023-07-03	0.9	2.2	1	CP2
CP2_4_5	2023-07-26	2.2	2.3	1	CP2
CP2_4_5	2023-08-02	2.3	2.6	1	CP2
CP2_4_5	2023-08-16	2.6	3.5	1	CP2
CP2_4_5	2023-08-23	3.5	3.2	1	CP2
CP2_4_5	2023-08-30	3.2	2	1	CP2
CP2_4_5	2023-09-06	2	2.4	1	CP2
CP2_4_5	2023-09-13	2.4	0.8	0	CP2
CP2_4_5	2023-09-20	0.8	NA	0	CP2
CP2_4_6	2023-07-03	1.3	0.9	0	CP2
CP2_4_6	2023-07-26	0.9	NA	0	CP2
CP2_4_7	2023-07-03	1.4	NA	0	CP2
CP2_4_8	2023-07-03	1	NA	0	CP2
CP2_4_9	2023-07-03	1.1	1.6	1	CP2
CP2_4_9	2023-07-26	1.6	2	1	CP2
CP2_4_9	2023-08-02	2	2.2	1	CP2
CP2_4_9	2023-08-16	2.2	1.8	1	CP2
CP2_4_9	2023-08-23	1.8	2	1	CP2
CP2_4_9	2023-08-30	2	0.6	1	CP2
CP2_4_9	2023-09-06	0.6	0.9	1	CP2
CP2_4_9	2023-09-13	0.9	NA	0	CP2
CP2_5_1	2023-07-03	1.4	1.6	1	CP2
CP2_5_1	2023-07-26	1.6	1.7	1	CP2
CP2_5_1	2023-08-02	1.7	1.5	1	CP2
CP2_5_1	2023-08-16	1.5	2.3	1	CP2
CP2_5_1	2023-08-23	2.3	1.6	1	CP2
CP2_5_1	2023-08-30	1.6	2.9	1	CP2
CP2_5_1	2023-09-06	2.9	2.3	1	CP2
CP2_5_1	2023-09-13	2.3	1.8	1	CP2
CP2_5_1	2023-09-20	1.8	2.6	1	CP2
CP2_5_1	2023-09-27	2.6	1.7	1	CP2
CP2_5_1	2023-10-20	1.7	NA	1	CP2
CP2_5_10	2023-07-03	0.9	1.4	1	CP2
CP2_5_10	2023-07-26	1.4	4.4	1	CP2
CP2_5_10	2023-08-02	4.4	2.3	1	CP2
CP2_5_10	2023-08-16	2.3	1.6	1	CP2
CP2_5_10	2023-08-23	1.6	2.1	1	CP2
CP2_5_10	2023-08-30	2.1	1.6	1	CP2
CP2_5_10	2023-09-06	1.6	0.8	1	CP2
CP2_5_10	2023-09-13	0.8	1.6	1	CP2
CP2_5_10	2023-09-20	1.6	1.3	1	CP2
CP2_5_10	2023-10-13	1.3	NA	0	CP2
CP2_5_11	2023-07-03	1.2	2	1	CP2
CP2_5_11	2023-07-26	2	1.9	1	CP2
CP2_5_11	2023-08-02	1.9	NA	0	CP2
CP2_5_12	2023-07-03	0.8	3.6	1	CP2
CP2_5_12	2023-07-26	3.6	6.5	1	CP2
CP2_5_12	2023-08-02	6.5	3.9	1	CP2
CP2_5_12	2023-08-16	3.9	3.5	1	CP2
CP2_5_12	2023-08-23	3.5	3.9	1	CP2
CP2_5_12	2023-08-30	3.9	3.5	1	CP2
CP2_5_12	2023-09-06	3.5	4.1	1	CP2
CP2_5_12	2023-09-13	4.1	4.6	1	CP2
CP2_5_12	2023-09-20	4.6	2.6	1	CP2
CP2_5_12	2023-10-13	2.6	0.6	1	CP2
CP2_5_12	2023-10-20	0.6	NA	1	CP2
CP2_5_13	2023-07-03	0.9	2.4	1	CP2
CP2_5_13	2023-07-26	2.4	2.8	1	CP2
CP2_5_13	2023-08-02	2.8	NA	0	CP2
CP2_5_14	2023-07-06	1.4	3.5	1	CP2
CP2_5_14	2023-07-26	3.5	4.1	1	CP2
CP2_5_14	2023-08-02	4.1	3.7	1	CP2
CP2_5_14	2023-08-16	3.7	3.9	1	CP2
CP2_5_14	2023-08-23	3.9	5.6	1	CP2
CP2_5_14	2023-08-30	5.6	5.6	1	CP2
CP2_5_14	2023-09-06	5.6	5.1	1	CP2
CP2_5_14	2023-09-13	5.1	4.9	1	CP2
CP2_5_14	2023-09-20	4.9	4.6	1	CP2
CP2_5_14	2023-09-27	4.6	NA	0	CP2
CP2_5_2	2023-07-03	0.8	2.7	1	CP2
CP2_5_2	2023-07-26	2.7	1.5	1	CP2
CP2_5_2	2023-08-02	1.5	NA	0	CP2
CP2_5_3	2023-07-03	1.7	3.1	1	CP2
CP2_5_3	2023-07-26	3.1	3.3	1	CP2
CP2_5_3	2023-08-02	3.3	3.3	1	CP2
CP2_5_3	2023-08-16	3.3	2.8	1	CP2
CP2_5_3	2023-08-23	2.8	2.9	1	CP2
CP2_5_3	2023-08-30	2.9	3.8	1	CP2
CP2_5_3	2023-09-06	3.8	3.1	1	CP2
CP2_5_3	2023-09-13	3.1	3	1	CP2
CP2_5_3	2023-09-20	3	3.2	1	CP2
CP2_5_3	2023-09-27	3.2	NA	0	CP2
CP2_5_4	2023-07-03	0.9	1.2	1	CP2
CP2_5_4	2023-07-26	1.2	1.4	1	CP2
CP2_5_4	2023-08-02	1.4	1.2	1	CP2
CP2_5_4	2023-08-16	1.2	1.1	1	CP2
CP2_5_4	2023-08-23	1.1	1	1	CP2
CP2_5_4	2023-08-30	1	1	1	CP2
CP2_5_4	2023-09-06	1	1.3	1	CP2
CP2_5_4	2023-09-13	1.3	1.4	1	CP2
CP2_5_4	2023-09-20	1.4	0.2	1	CP2
CP2_5_4	2023-09-27	0.2	NA	0	CP2
CP2_5_5	2023-07-03	2.3	4	1	CP2
CP2_5_5	2023-07-26	4	4.1	1	CP2
CP2_5_5	2023-08-02	4.1	4.5	1	CP2
CP2_5_5	2023-08-16	4.5	4.6	1	CP2
CP2_5_5	2023-08-23	4.6	5.4	1	CP2
CP2_5_5	2023-08-30	5.4	5.6	1	CP2
CP2_5_5	2023-09-06	5.6	6.1	1	CP2
CP2_5_5	2023-09-13	6.1	4.2	1	CP2
CP2_5_5	2023-09-20	4.2	4.2	1	CP2
CP2_5_5	2023-09-27	4.2	NA	0	CP2
CP2_5_6	2023-07-03	0.8	1.1	1	CP2
CP2_5_6	2023-07-26	1.1	1.6	1	CP2
CP2_5_6	2023-08-02	1.6	0.5	1	CP2
CP2_5_6	2023-08-16	0.5	1.2	1	CP2
CP2_5_6	2023-08-23	1.2	1.8	1	CP2
CP2_5_6	2023-08-30	1.8	1.8	1	CP2
CP2_5_6	2023-09-06	1.8	1.3	1	CP2
CP2_5_6	2023-09-13	1.3	1.1	1	CP2
CP2_5_6	2023-09-20	1.1	0.5	1	CP2
CP2_5_6	2023-09-27	0.5	NA	0	CP2
CP2_5_7	2023-07-03	0.5	NA	0	CP2
CP2_5_8	2023-07-03	1.4	5.1	1	CP2
CP2_5_8	2023-07-26	5.1	2.1	0	CP2
CP2_5_8	2023-08-02	2.1	NA	0	CP2
CP2_5_9	2023-07-03	1.5	2.4	1	CP2
CP2_5_9	2023-07-26	2.4	2.7	1	CP2
CP2_5_9	2023-08-02	2.7	3.6	1	CP2
CP2_5_9	2023-08-16	3.6	2.9	1	CP2
CP2_5_9	2023-08-23	2.9	4.2	1	CP2
CP2_5_9	2023-08-30	4.2	1.3	1	CP2
CP2_5_9	2023-09-06	1.3	1.7	1	CP2
CP2_5_9	2023-09-13	1.7	NA	0	CP2
CP2_6_1	2023-07-03	1	NA	0	CP2
CP2_6_11	2023-07-03	0.6	NA	0	CP2
CP2_6_12	2023-07-03	1.1	NA	0	CP2
CP2_6_13	2023-07-03	0.8	3.2	1	CP2
CP2_6_13	2023-07-26	3.2	5.6	1	CP2
CP2_6_13	2023-08-02	5.6	4.9	1	CP2
CP2_6_13	2023-08-16	4.9	4.3	1	CP2
CP2_6_13	2023-08-23	4.3	4.6	1	CP2
CP2_6_13	2023-08-30	4.6	3.7	1	CP2
CP2_6_13	2023-09-06	3.7	4.1	1	CP2
CP2_6_13	2023-09-13	4.1	2.4	1	CP2
CP2_6_13	2023-09-20	2.4	0.2	1	CP2
CP2_6_13	2023-10-13	0.2	NA	0	CP2
CP2_6_5	2023-07-03	1.3	1.9	1	CP2
CP2_6_5	2023-07-26	1.9	2.4	1	CP2
CP2_6_5	2023-08-02	2.4	2.6	1	CP2
CP2_6_5	2023-08-16	2.6	2.3	1	CP2
CP2_6_5	2023-08-23	2.3	2.4	1	CP2
CP2_6_5	2023-08-30	2.4	2.6	1	CP2
CP2_6_5	2023-09-06	2.6	3.9	1	CP2
CP2_6_5	2023-09-13	3.9	2.6	1	CP2
CP2_6_5	2023-09-20	2.6	3.1	1	CP2
CP2_6_5	2023-09-27	3.1	2.1	1	CP2
CP2_6_5	2023-10-20	2.1	NA	1	CP2
CP2_6_7	2023-07-03	0.8	1.3	1	CP2
CP2_6_7	2023-07-26	1.3	2.7	1	CP2
CP2_6_7	2023-08-02	2.7	2.3	1	CP2
CP2_6_7	2023-08-16	2.3	2.2	1	CP2
CP2_6_7	2023-08-23	2.2	2.6	1	CP2
CP2_6_7	2023-08-30	2.6	2.8	1	CP2
CP2_6_7	2023-09-06	2.8	2.8	1	CP2
CP2_6_7	2023-09-13	2.8	NA	0	CP2
CP2_7_1	2023-07-03	1.1	0.7	1	CP2
CP2_7_1	2023-07-26	0.7	NA	0	CP2
CP2_7_10	2023-07-03	1.2	1.9	1	CP2
CP2_7_10	2023-07-26	1.9	2.8	1	CP2
CP2_7_10	2023-08-02	2.8	NA	0	CP2
CP2_7_11	2023-07-03	0.9	NA	0	CP2
CP2_7_12	2023-07-03	1.2	3.4	1	CP2
CP2_7_12	2023-07-26	3.4	2.4	1	CP2
CP2_7_12	2023-08-02	2.4	NA	0	CP2
CP2_7_13	2023-07-03	1.3	2.9	1	CP2
CP2_7_13	2023-07-26	2.9	1.6	0	CP2
CP2_7_13	2023-08-02	1.6	NA	0	CP2
CP2_7_14	2023-07-06	0.9	1.3	1	CP2
CP2_7_14	2023-07-26	1.3	1.4	1	CP2
CP2_7_14	2023-08-02	1.4	1.9	1	CP2
CP2_7_14	2023-08-16	1.9	1.3	1	CP2
CP2_7_14	2023-08-23	1.3	1.2	1	CP2
CP2_7_14	2023-08-30	1.2	2	1	CP2
CP2_7_14	2023-09-06	2	2.3	1	CP2
CP2_7_14	2023-09-13	2.3	1.7	1	CP2
CP2_7_14	2023-09-20	1.7	1.3	1	CP2
CP2_7_14	2023-10-13	1.3	2	1	CP2
CP2_7_14	2023-10-20	2	NA	1	CP2
CP2_7_16	2023-07-26	1.9	2.2	1	CP2
CP2_7_16	2023-08-02	2.2	3.2	1	CP2
CP2_7_16	2023-08-16	3.2	3.6	1	CP2
CP2_7_16	2023-08-23	3.6	2.9	1	CP2
CP2_7_16	2023-08-30	2.9	2.6	1	CP2
CP2_7_16	2023-09-06	2.6	3.6	1	CP2
CP2_7_16	2023-09-13	3.6	3	1	CP2
CP2_7_16	2023-09-20	3	3.6	1	CP2
CP2_7_16	2023-10-13	3.6	3.1	1	CP2
CP2_7_16	2023-10-20	3.1	NA	1	CP2
CP2_7_2	2023-07-03	1	2.1	1	CP2
CP2_7_2	2023-07-26	2.1	3.9	1	CP2
CP2_7_2	2023-08-02	3.9	2.1	1	CP2
CP2_7_2	2023-08-16	2.1	NA	0	CP2
CP2_7_3	2023-07-03	1.5	1.7	1	CP2
CP2_7_3	2023-07-26	1.7	3.6	1	CP2
CP2_7_3	2023-08-02	3.6	1.8	1	CP2
CP2_7_3	2023-08-16	1.8	1.9	1	CP2
CP2_7_3	2023-08-23	1.9	1.7	1	CP2
CP2_7_3	2023-08-30	1.7	2.6	1	CP2
CP2_7_3	2023-09-06	2.6	2.2	1	CP2
CP2_7_3	2023-09-13	2.2	1.4	1	CP2
CP2_7_3	2023-09-20	1.4	NA	0	CP2
CP2_7_4	2023-07-03	1.6	4.6	1	CP2
CP2_7_4	2023-07-26	4.6	3.7	1	CP2
CP2_7_4	2023-08-02	3.7	NA	0	CP2
CP2_7_5	2023-07-03	1.7	4.3	1	CP2
CP2_7_5	2023-07-26	4.3	1.4	1	CP2
CP2_7_5	2023-08-02	1.4	NA	0	CP2
CP2_7_6	2023-07-03	0.8	NA	0	CP2
CP2_7_7	2023-07-03	1.6	2.9	1	CP2
CP2_7_7	2023-07-26	2.9	3.3	1	CP2
CP2_7_7	2023-08-02	3.3	3.7	1	CP2
CP2_7_7	2023-08-16	3.7	4.6	1	CP2
CP2_7_7	2023-08-23	4.6	4.2	1	CP2
CP2_7_7	2023-08-30	4.2	3.9	1	CP2
CP2_7_7	2023-09-06	3.9	4.6	1	CP2
CP2_7_7	2023-09-13	4.6	5.1	1	CP2
CP2_7_7	2023-09-20	5.1	5	1	CP2
CP2_7_7	2023-10-13	5	3.7	1	CP2
CP2_7_7	2023-10-20	3.7	NA	1	CP2
CP2_7_8	2023-07-03	0.7	NA	0	CP2
CP2_7_9	2023-07-03	0.8	1.5	1	CP2
CP2_7_9	2023-07-26	1.5	2.4	1	CP2
CP2_7_9	2023-08-02	2.4	2.4	1	CP2
CP2_7_9	2023-08-16	2.4	1.9	1	CP2
CP2_7_9	2023-08-23	1.9	1.2	1	CP2
CP2_7_9	2023-08-30	1.2	1.4	1	CP2
CP2_7_9	2023-09-06	1.4	2.1	1	CP2
CP2_7_9	2023-09-13	2.1	0.8	1	CP2
CP2_7_9	2023-09-20	0.8	NA	1	CP2
CP3_1_1	2023-07-03	0.8	0.9	1	CP3
CP3_1_1	2023-07-26	0.9	1.1	1	CP3
CP3_1_1	2023-08-02	1.1	0.8	1	CP3
CP3_1_1	2023-08-16	0.8	1.3	1	CP3
CP3_1_1	2023-08-23	1.3	NA	1	CP3
CP3_1_1	2023-09-06	0.5	0.8	1	CP3
CP3_1_1	2023-09-13	0.8	0.7	1	CP3
CP3_1_1	2023-09-20	0.7	NA	0	CP3
CP3_1_10	2023-07-03	1.1	NA	0	CP3
CP3_1_11	2023-07-03	1	NA	0	CP3
CP3_1_12	2023-07-03	1.2	1.9	1	CP3
CP3_1_12	2023-07-26	1.9	1.8	1	CP3
CP3_1_12	2023-08-02	1.8	1.2	1	CP3
CP3_1_12	2023-08-16	1.2	0.9	1	CP3
CP3_1_12	2023-08-23	0.9	1.2	1	CP3
CP3_1_12	2023-08-30	1.2	0.9	1	CP3
CP3_1_12	2023-09-06	0.9	0.6	1	CP3
CP3_1_12	2023-09-13	0.6	0.4	1	CP3
CP3_1_12	2023-09-20	0.4	NA	0	CP3
CP3_1_13	2023-07-03	1.4	NA	0	CP3
CP3_1_14	2023-07-06	0.2	NA	0	CP3
CP3_1_15	2023-07-06	0.1	NA	0	CP3
CP3_1_2	2023-07-03	1.4	0.7	1	CP3
CP3_1_2	2023-07-26	0.7	1.9	0	CP3
CP3_1_2	2023-08-02	1.9	NA	0	CP3
CP3_1_3	2023-07-03	1.3	NA	0	CP3
CP3_1_4	2023-07-03	1.4	2.3	1	CP3
CP3_1_4	2023-07-26	2.3	5.4	1	CP3
CP3_1_4	2023-08-02	5.4	2.4	1	CP3
CP3_1_4	2023-08-16	2.4	2.6	1	CP3
CP3_1_4	2023-08-23	2.6	3	1	CP3
CP3_1_4	2023-08-30	3	5.6	1	CP3
CP3_1_4	2023-09-06	5.6	4.3	1	CP3
CP3_1_4	2023-09-13	4.3	3.1	1	CP3
CP3_1_4	2023-09-20	3.1	1.3	1	CP3
CP3_1_4	2023-10-13	1.3	1.1	1	CP3
CP3_1_4	2023-10-20	1.1	NA	1	CP3
CP3_1_5	2023-07-03	1.2	1	1	CP3
CP3_1_5	2023-07-26	1	NA	0	CP3
CP3_1_6	2023-07-03	0.9	1.9	1	CP3
CP3_1_6	2023-07-26	1.9	2.4	1	CP3
CP3_1_6	2023-08-02	2.4	1.4	1	CP3
CP3_1_6	2023-08-16	1.4	NA	1	CP3
CP3_1_7	2023-07-03	1	1.7	1	CP3
CP3_1_7	2023-07-26	1.7	1.7	0	CP3
CP3_1_7	2023-08-02	1.7	NA	0	CP3
CP3_1_8	2023-07-03	0.9	NA	0	CP3
CP3_1_9	2023-07-03	1.2	2.2	1	CP3
CP3_1_9	2023-07-26	2.2	NA	0	CP3
CP3_2_1	2023-07-03	0.7	NA	0	CP3
CP3_2_10	2023-07-03	0.8	1.9	1	CP3
CP3_2_10	2023-07-26	1.9	NA	0	CP3
CP3_2_11	2023-07-03	1	2.2	1	CP3
CP3_2_11	2023-07-26	2.2	4.5	1	CP3
CP3_2_11	2023-08-02	4.5	3	1	CP3
CP3_2_11	2023-08-16	3	2.1	1	CP3
CP3_2_11	2023-08-23	2.1	2.8	1	CP3
CP3_2_11	2023-08-30	2.8	2	1	CP3
CP3_2_11	2023-09-06	2	2.7	1	CP3
CP3_2_11	2023-09-13	2.7	1.3	1	CP3
CP3_2_11	2023-09-20	1.3	0.6	1	CP3
CP3_2_11	2023-10-13	0.6	0.6	1	CP3
CP3_2_11	2023-10-20	0.6	NA	1	CP3
CP3_2_12	2023-07-03	0.6	1	1	CP3
CP3_2_12	2023-07-26	1	1.2	1	CP3
CP3_2_12	2023-08-02	1.2	2.4	1	CP3
CP3_2_12	2023-08-16	2.4	2.1	1	CP3
CP3_2_12	2023-08-23	2.1	2.1	1	CP3
CP3_2_12	2023-08-30	2.1	1.7	1	CP3
CP3_2_12	2023-09-06	1.7	1.3	1	CP3
CP3_2_12	2023-09-13	1.3	1.4	0	CP3
CP3_2_12	2023-09-20	1.4	NA	0	CP3
CP3_2_2	2023-07-03	1	NA	0	CP3
CP3_2_3	2023-07-03	1.1	1.7	1	CP3
CP3_2_3	2023-07-26	1.7	3.3	1	CP3
CP3_2_3	2023-08-02	3.3	2.7	1	CP3
CP3_2_3	2023-08-16	2.7	2.3	1	CP3
CP3_2_3	2023-08-23	2.3	2.9	1	CP3
CP3_2_3	2023-08-30	2.9	1.1	1	CP3
CP3_2_3	2023-09-06	1.1	2.2	1	CP3
CP3_2_3	2023-09-13	2.2	NA	0	CP3
CP3_2_4	2023-07-03	0.9	0.9	1	CP3
CP3_2_4	2023-07-26	0.9	0.3	1	CP3
CP3_2_4	2023-08-02	0.3	1	1	CP3
CP3_2_4	2023-08-16	1	1.6	1	CP3
CP3_2_4	2023-08-23	1.6	1.7	1	CP3
CP3_2_4	2023-08-30	1.7	1.7	1	CP3
CP3_2_4	2023-09-06	1.7	1.4	1	CP3
CP3_2_4	2023-09-13	1.4	1.7	1	CP3
CP3_2_4	2023-09-20	1.7	1.5	1	CP3
CP3_2_4	2023-09-27	1.5	1.2	1	CP3
CP3_2_4	2023-10-20	1.2	NA	1	CP3
CP3_2_5	2023-07-03	0.7	NA	0	CP3
CP3_2_6	2023-07-03	0.5	NA	0	CP3
CP3_2_7	2023-07-03	0.8	NA	0	CP3
CP3_2_8	2023-07-03	1	1.3	1	CP3
CP3_2_8	2023-07-26	1.3	4.9	1	CP3
CP3_2_8	2023-08-02	4.9	1.7	1	CP3
CP3_2_8	2023-08-16	1.7	1.6	1	CP3
CP3_2_8	2023-08-23	1.6	1.9	1	CP3
CP3_2_8	2023-08-30	1.9	1.3	1	CP3
CP3_2_8	2023-09-06	1.3	1.4	1	CP3
CP3_2_8	2023-09-13	1.4	0.7	1	CP3
CP3_2_8	2023-09-20	0.7	1.3	1	CP3
CP3_2_8	2023-10-13	1.3	1.1	1	CP3
CP3_2_8	2023-10-20	1.1	NA	1	CP3
CP3_2_9	2023-07-03	0.5	0.5	1	CP3
CP3_2_9	2023-07-26	0.5	0.6	1	CP3
CP3_2_9	2023-08-02	0.6	0.6	1	CP3
CP3_2_9	2023-08-16	0.6	0.1	1	CP3
CP3_2_9	2023-08-23	0.1	0.4	1	CP3
CP3_2_9	2023-08-30	0.4	0.9	1	CP3
CP3_2_9	2023-09-06	0.9	0.6	1	CP3
CP3_2_9	2023-09-13	0.6	0.4	1	CP3
CP3_2_9	2023-09-20	0.4	0.7	1	CP3
CP3_2_9	2023-09-27	0.7	NA	0	CP3
CP3_3_1	2023-07-03	0.5	0.9	1	CP3
CP3_3_1	2023-07-26	0.9	2.1	1	CP3
CP3_3_1	2023-08-02	2.1	NA	0	CP3
CP3_3_10	2023-07-03	1	0.7	1	CP3
CP3_3_10	2023-07-26	0.7	NA	0	CP3
CP3_3_11	2023-07-03	1.2	1.4	1	CP3
CP3_3_11	2023-07-26	1.4	NA	0	CP3
CP3_3_12	2023-07-03	1.3	NA	0	CP3
CP3_3_13	2023-07-03	1.1	NA	0	CP3
CP3_3_14	2023-07-06	0.8	3.5	1	CP3
CP3_3_14	2023-07-26	3.5	3.1	1	CP3
CP3_3_14	2023-08-02	3.1	2.6	1	CP3
CP3_3_14	2023-08-16	2.6	2.8	1	CP3
CP3_3_14	2023-08-23	2.8	3.4	1	CP3
CP3_3_14	2023-08-30	3.4	2.8	1	CP3
CP3_3_14	2023-09-06	2.8	3.2	1	CP3
CP3_3_14	2023-09-13	3.2	3.1	1	CP3
CP3_3_14	2023-09-20	3.1	3.5	1	CP3
CP3_3_14	2023-10-13	3.5	4.2	1	CP3
CP3_3_14	2023-10-20	4.2	NA	1	CP3
CP3_3_15	2023-07-06	0.4	NA	0	CP3
CP3_3_2	2023-07-03	1.3	NA	0	CP3
CP3_3_3	2023-07-03	1.1	1	1	CP3
CP3_3_3	2023-07-26	1	NA	0	CP3
CP3_3_4	2023-07-03	1.4	NA	0	CP3
CP3_3_5	2023-07-03	1.6	4.1	1	CP3
CP3_3_5	2023-07-26	4.1	4.4	1	CP3
CP3_3_5	2023-08-02	4.4	2.1	1	CP3
CP3_3_5	2023-08-16	2.1	3.4	1	CP3
CP3_3_5	2023-08-23	3.4	NA	0	CP3
CP3_3_6	2023-07-03	1	2.2	1	CP3
CP3_3_6	2023-07-26	2.2	4.5	1	CP3
CP3_3_6	2023-08-02	4.5	2.4	1	CP3
CP3_3_6	2023-08-16	2.4	2.4	1	CP3
CP3_3_6	2023-08-23	2.4	NA	0	CP3
